is_mobile,n_products_viewed,visit_duration,is_returning_visitor,time_of_day,user_action
1,0,0.657509946224,0,3,0
1,1,0.568571234214,0,2,1
1,0,0.0422459971599,1,1,0
1,1,1.65979338126,1,1,2
0,1,2.01474484927,1,1,2
1,1,0.512447387146,1,1,2
0,0,1.44032709834,1,1,0
1,0,0.0352602330941,0,3,0
0,1,1.49076409356,0,0,1
0,0,0.0058375210477,1,3,0
0,4,2.04604049045,1,0,3
0,0,0.955889466031,0,3,0
1,0,0.159377604285,0,0,0
1,2,0.769272092601,0,3,1
0,0,0.226271266328,1,3,0
1,3,0.988228602505,1,2,3
1,2,0.160582972988,0,0,1
1,3,0.115029585491,1,2,1
0,1,0.4837140437,1,1,1
0,0,0.182400583975,0,3,0
1,2,0.271692558182,1,1,2
0,0,0.296118171936,0,0,0
1,0,0.99624012353,0,3,0
0,2,1.94535711946,1,0,3
0,0,0.0293628762454,0,2,0
0,1,0.087355104829,1,3,1
0,0,1.90816589216,1,1,0
0,2,0.119630359477,0,3,0
1,3,0.100013380568,0,1,2
1,3,0.707463234814,0,0,2
1,0,0.0446573477607,1,3,0
0,1,0.888626139675,1,0,1
0,1,2.08264406906,1,1,2
1,3,2.09047184438,0,3,2
0,1,1.11606573149,1,2,1
1,0,0.013973844446,0,3,0
0,0,0.254083736218,0,2,0
1,1,0.879175145041,1,2,1
0,1,1.20889141451,0,1,1
0,0,0.0620071008748,1,2,0
1,2,1.66427128352,0,1,2
1,1,1.09204237354,0,2,1
0,0,0.188662055571,0,0,0
0,2,0.258902814124,0,0,1
1,4,0.216297522697,1,0,3
0,0,0.0681184763718,1,0,0
0,1,1.21636593109,0,2,1
1,0,0.0775308304018,1,1,0
0,0,2.76065732312,0,1,0
1,1,0.413759695175,0,2,1
1,4,1.16767023553,0,2,2
1,4,1.21181899648,1,1,3
0,2,0.918526053415,0,3,1
1,1,1.55500429158,1,2,2
1,1,0.449372854929,0,0,1
1,4,0.543215224286,0,3,1
0,0,2.22325722983,1,3,0
0,0,1.0456731678,0,1,0
1,1,0.289637013008,1,2,1
0,1,0.836483998225,1,1,1
1,0,0.199600972515,0,0,0
0,0,0.714921958117,1,3,0
0,1,1.23716869212,1,3,1
1,0,0.857807174533,0,3,0
0,0,1.90354096589,0,0,0
0,2,0.688584482204,0,3,1
1,2,1.28104825438,0,2,1
0,1,0.367871681892,0,1,1
1,3,0.122865448682,1,2,1
0,1,1.62025550749,0,3,1
0,0,3.04328580739,0,0,0
1,0,0.233978716918,1,3,0
1,0,1.21333358495,0,0,0
1,0,1.54909595092,1,1,0
0,0,0.660328691982,0,0,0
0,0,0.920480079821,0,1,0
0,2,0.384992423454,1,1,1
1,1,0.701483902744,1,0,2
0,1,0.0919779418567,0,1,0
1,4,0.0950432085927,0,0,2
0,0,1.81667018596,1,1,0
1,0,1.58289076853,0,0,0
0,2,0.00692645674968,0,2,0
1,0,0.126660432171,0,1,0
0,0,1.38848011794,0,3,0
1,0,0.96860838195,0,2,0
0,0,0.740300656052,1,2,0
0,0,3.02250012207,0,0,0
0,4,2.94701256878,0,2,2
1,3,2.08142421825,1,2,3
1,0,0.294638039391,0,0,0
1,1,1.52482907816,1,1,2
0,1,0.745520923833,1,3,1
1,1,0.0552049328741,1,2,1
0,3,3.4910721132,1,2,3
0,2,1.03754088488,1,0,1
0,0,0.593552494575,1,0,0
1,3,5.56256122988,1,3,3
0,0,0.305464552643,0,0,0
1,1,0.775653288351,0,1,2
0,0,0.355264771319,1,2,0
0,1,1.12545504852,1,0,2
1,0,0.13756545562,0,0,0
1,1,0.564504937291,0,2,1
0,0,0.0303770783195,0,3,0
0,2,0.367136333412,0,2,1
0,0,3.80630788303,1,2,0
0,0,0.984629287831,0,0,0
0,1,0.545506377879,0,0,1
1,0,0.173013921101,0,2,0
1,1,3.56036404296,0,2,2
1,1,3.97131276405,0,1,3
1,2,0.237900767969,0,3,1
1,0,0.0313873240747,1,1,0
0,0,1.62152920064,1,3,0
0,2,0.945719697266,0,1,1
1,0,0.286006439837,0,3,0
1,0,1.01703842683,0,2,0
0,1,0.854159829071,0,3,1
1,0,0.321202578271,0,2,0
0,1,3.60278265346,1,3,2
1,0,0.439169346476,1,1,0
0,1,1.62312018066,1,2,1
0,0,0.474687038688,0,1,0
0,1,0.5005287108,1,3,1
0,1,1.0235944692,1,3,1
1,3,0.614914363991,1,2,2
0,0,0.2365286761,0,0,0
1,0,1.37168264125,1,0,0
0,0,1.08857401212,0,2,0
0,0,0.270274738162,0,0,0
0,0,0.717776906237,0,3,0
0,1,0.570007359874,0,2,1
0,0,0.308415011671,0,3,0
1,1,1.46203372288,0,3,1
0,0,1.29023832011,0,2,0
1,0,4.91703440276,1,2,0
1,2,1.50940459225,0,0,2
1,2,2.79995757003,0,3,2
1,0,1.23896878694,0,0,0
1,0,1.21092839763,1,3,0
1,1,1.61710908079,0,3,2
1,0,1.17473693062,1,1,0
1,0,1.67300277704,0,2,0
1,0,0.355293742088,1,1,0
0,1,0.541635678604,0,2,1
0,4,1.5830821363,0,0,2
0,1,0.142353855167,1,3,1
1,1,2.03540315936,1,3,2
1,0,2.26624509821,1,3,0
0,1,1.25019747024,1,1,2
0,3,0.979504266243,0,0,2
0,0,0.4744891271,1,1,0
1,3,1.60704148701,0,1,2
1,1,3.08845262329,0,0,2
1,0,1.4561201391,0,1,0
0,0,2.01342284487,1,3,0
0,0,1.68965159189,1,1,0
1,3,1.55659885331,1,2,3
1,2,0.166900218201,0,0,1
1,1,0.647094603648,0,2,1
0,2,1.14638590659,0,0,1
0,0,1.35515010098,1,1,0
1,0,1.94028844636,1,1,0
1,1,0.316971331006,1,3,1
0,1,0.434068101782,1,2,1
1,0,1.75636173652,1,2,0
1,2,1.95142170482,0,3,2
1,0,1.17672983292,1,2,0
1,0,1.74082879538,1,0,0
1,0,1.34887231502,1,0,0
0,0,1.49764838804,1,3,0
0,0,1.423052843,1,0,0
1,1,1.45066255561,0,1,2
0,0,0.685293292778,0,0,0
1,1,0.336223831616,0,2,1
0,0,0.791034696798,0,2,0
1,2,0.125113775874,1,2,1
1,0,1.23484346477,0,2,0
1,0,0.144369254931,0,1,0
0,0,2.13625221301,1,1,0
0,1,4.41870694091,1,3,2
1,0,0.350968062911,1,1,0
1,1,0.0431416470909,1,3,1
0,0,0.29535176973,1,2,0
0,3,0.980860941087,1,0,2
1,1,1.01286018837,0,2,1
0,1,0.280134102885,1,1,1
0,0,0.0322687594265,0,2,0
1,1,0.0902711113009,1,3,1
1,4,0.862862184209,0,2,2
0,0,1.39730186638,0,3,0
1,0,0.571083030568,0,1,0
0,0,2.21751007436,1,0,0
0,0,0.166312187634,1,3,0
1,2,2.16536195097,1,0,3
0,0,1.52539986647,1,3,0
1,1,0.476141233582,0,0,1
0,0,4.89260446874,0,3,0
0,0,0.576293374133,0,0,0
1,0,1.1362024288,1,1,0
1,0,1.11289449296,1,1,0
0,4,0.419781449405,1,3,1
0,0,2.10785843781,1,3,0
0,2,2.19804498905,1,2,3
0,0,0.320847762378,1,0,0
1,1,1.28629153332,1,2,2
0,0,0.72857737804,1,3,0
0,1,0.244115420787,0,3,0
1,2,0.0767417906588,0,2,1
1,0,2.34725495531,1,3,0
1,1,0.406977481522,0,3,1
1,0,0.437261579152,1,1,0
1,0,1.90533349138,0,3,0
1,0,0.296946862914,1,3,0
0,0,1.13037410175,0,2,0
0,1,0.424030342433,0,2,1
1,1,0.454991825853,0,3,1
0,1,3.42865292428,1,1,3
1,4,0.355568853994,1,1,3
0,1,0.821505249408,0,2,1
1,0,2.39077179842,1,3,0
0,1,0.194109651158,1,3,1
1,1,0.737048564039,1,2,1
0,3,1.51638190815,0,3,1
0,0,0.0079004364605,1,1,0
0,1,1.64206336068,0,3,1
0,0,3.61373161743,1,1,0
1,1,1.2524572105,0,3,1
0,3,0.792265249156,0,3,1
0,1,0.132624177917,1,1,1
1,0,0.0466892137906,1,3,0
0,0,0.616283269974,0,1,0
0,0,0.135275128732,0,2,0
0,0,0.212737068914,1,1,0
1,0,3.07690459524,0,0,0
0,4,0.303757021834,0,3,1
1,0,1.34128083216,1,3,0
1,1,0.878760585875,1,2,1
1,2,0.0857524572648,1,1,1
1,2,1.55946530274,0,1,2
0,0,3.51638750884,1,2,0
0,0,0.343045529948,1,1,0
0,1,1.56114918849,0,3,1
1,1,0.513276068607,1,1,2
0,0,0.0806800613758,1,3,0
0,1,1.60076977485,1,1,2
0,0,0.325550881542,1,3,0
1,0,1.28790746167,1,1,0
0,1,0.359318058504,1,0,1
1,2,3.64193502503,0,2,3
0,1,0.0938918393023,1,3,1
0,1,3.21142163495,1,3,2
1,0,0.546716834474,0,1,0
1,2,0.420539317023,1,1,2
0,2,0.0502077313756,0,2,0
0,2,0.166546123409,0,3,0
1,0,2.16342691913,0,1,0
0,2,1.278830653,0,3,1
0,1,0.161985660146,0,2,0
1,0,3.68932013064,1,1,0
0,0,0.8151928957,0,1,0
0,0,0.177968167826,1,0,0
1,0,2.65361611768,1,2,0
0,0,1.44492872036,0,2,0
0,4,0.652474088249,0,1,1
1,2,2.69092326987,0,2,3
1,0,2.08261046428,1,3,0
1,0,0.664122266488,0,2,0
0,1,0.131438266739,1,0,1
1,0,2.53485613375,0,1,0
1,1,0.747112128205,1,1,2
0,3,0.272298204891,1,1,2
0,1,0.693454725489,1,0,1
1,0,1.41825725008,1,2,0
0,2,1.20804943031,1,0,2
0,1,0.237617900854,0,3,0
0,0,0.775481730878,1,0,0
1,3,0.998497195568,1,1,3
1,1,1.72100649037,1,2,2
0,1,0.636346742152,1,3,1
1,0,2.79475652867,0,3,0
1,2,0.704413399048,1,0,3
0,0,0.634515835453,0,3,0
0,0,0.480732940494,0,3,0
0,1,1.45795997603,0,0,1
0,0,0.32577097455,1,2,0
1,1,0.954700399918,1,1,2
0,0,1.89661093528,1,1,0
1,1,1.24422738491,0,3,1
1,0,1.15348902026,1,1,0
0,1,0.600319445805,1,2,1
0,0,3.36935245025,0,2,0
1,1,0.894593210349,1,3,1
0,0,1.71863394494,0,2,0
1,0,0.597064730231,0,3,0
0,2,0.11239563287,1,1,1
1,0,0.329476718763,0,1,0
1,1,1.08593208788,0,3,1
1,2,0.465701532568,1,3,1
0,0,0.507857596656,0,0,0
1,2,2.37017669306,0,3,2
0,1,0.810287131815,1,3,1
0,1,0.866788835285,0,3,1
0,0,1.4774030197,0,2,0
0,0,2.62972675138,1,3,0
0,2,0.992563270638,1,3,1
0,0,1.25993960206,1,3,0
1,1,0.825887139486,1,1,2
0,0,1.71987279308,1,0,0
1,0,1.21442926286,1,2,0
1,2,0.796915978441,0,0,2
1,0,1.1789889156,0,2,0
0,1,0.480078680805,0,2,1
0,4,0.395824732021,1,3,1
1,1,0.294334112176,0,3,1
0,2,0.0299893386864,1,2,1
1,3,0.569088061127,1,3,2
0,1,0.907018062851,1,2,1
0,1,0.194346204071,1,1,1
0,2,0.848556761834,0,3,1
0,1,1.52440869603,0,2,1
1,0,0.246295230634,0,3,0
0,0,0.0532598067321,0,2,0
0,2,0.143165647321,0,3,0
0,0,1.12950790855,1,3,0
1,2,0.815519878816,0,0,2
0,1,0.998036777796,1,0,1
0,1,1.50512798281,0,0,1
1,0,0.43019702994,0,2,0
1,1,0.844466291667,0,3,1
1,1,1.03094262848,1,3,1
0,0,0.0396600132278,1,0,0
1,0,0.509124855819,1,1,0
0,0,1.55821389574,1,1,0
0,0,1.75113278707,0,0,0
1,1,0.375557825054,0,3,1
0,0,0.307790395495,0,1,0
1,0,0.0681202828575,0,1,0
1,1,0.180490954781,1,0,1
1,0,0.353211713417,1,3,0
1,1,1.81814026599,0,1,2
1,0,0.486381430468,1,1,0
0,0,0.775628666073,1,0,0
0,0,1.87727962088,0,0,0
0,3,0.71289995135,0,1,1
1,0,1.04174139508,1,3,0
0,1,0.695809113112,1,0,1
1,0,1.30553840625,0,2,0
1,0,1.64529324252,1,2,0
0,1,0.0577061950223,1,3,1
0,2,0.432929130585,1,2,1
1,1,0.0307420385365,1,1,1
0,0,0.000140894028503,1,0,0
0,0,1.29019670901,0,0,0
1,0,0.478856695875,1,1,0
0,2,0.267279668002,0,3,0
0,1,0.720205713532,1,0,1
0,2,0.151926275676,0,0,1
1,1,0.754797088993,0,3,1
0,0,1.6977976473,1,2,0
1,0,0.880732510824,1,1,0
0,0,0.100295906092,1,2,0
1,1,1.12871414301,0,2,1
1,0,0.466433847721,1,0,0
0,2,1.45840590283,0,0,1
1,1,0.574536399014,1,0,2
1,1,0.0363539657266,0,2,1
1,0,1.45798239856,0,2,0
0,0,2.41349559614,0,0,0
1,0,2.24624176918,1,3,0
1,1,1.62416806952,1,3,2
1,1,1.75841337054,1,0,3
1,1,1.11120647415,1,0,2
1,0,0.384956477252,0,3,0
0,1,1.85208612752,0,0,2
0,0,1.07560237212,0,3,0
1,1,1.13780863151,1,0,2
0,0,0.228410508739,1,1,0
1,0,1.67853255164,1,1,0
1,0,0.568834697594,0,3,0
0,1,0.143695251692,1,0,1
1,1,0.416983602926,1,0,2
1,1,3.35846720091,0,0,3
0,2,0.603154345794,1,1,1
0,1,0.0991121729204,1,3,1
0,1,0.064120799508,1,1,1
1,1,2.37841026858,1,3,2
0,2,1.42057143437,1,0,3
0,0,0.42501614142,1,2,0
0,2,0.291731113027,1,3,1
1,0,1.39169971349,0,1,0
1,0,0.961658821562,1,3,0
1,0,1.55104725507,0,3,0
0,0,0.0897708429817,0,0,0
0,1,0.635675547735,0,2,1
1,0,2.33317242892,0,1,0
0,2,0.479018133494,1,3,1
0,3,0.109784488486,0,1,1
0,0,0.944955236918,0,2,0
0,1,0.0186903955146,1,1,1
0,0,0.0823583455011,0,3,0
1,1,0.226595592639,0,1,1
0,0,0.799146401885,1,0,0
1,1,0.81835882892,1,0,2
0,0,0.0102188591031,1,0,0
1,2,0.572542270256,0,0,1
1,0,2.72095750071,0,1,0
1,1,1.43158525667,1,2,2
0,2,1.77744224176,0,1,2
0,2,1.42224646957,0,0,1
0,0,0.300325088985,1,0,0
1,3,0.0592175306251,1,1,2
1,0,0.531014562666,1,3,0
1,1,0.520780732417,1,2,1
0,0,6.0890992205,0,1,0
1,0,3.49031110233,1,3,0
1,0,0.498943290723,1,2,0
0,0,0.478743878819,0,1,0
1,2,0.452816733667,1,1,2
0,3,0.585976863464,1,2,1
1,0,1.20038435087,0,2,0
0,2,0.0159426097733,0,2,0
1,0,0.247840973663,1,1,0
1,3,0.428858751825,0,3,1
1,1,2.0756811603,0,2,2
0,0,2.26644796539,0,0,0
1,1,0.792113434729,1,2,1
0,0,0.686511841524,1,2,0
1,0,0.940503736094,0,2,0
0,0,1.81538911996,0,1,0
0,0,0.4005531836,1,1,0
1,1,2.15728045398,0,2,2
1,1,1.07197516754,1,1,2
1,0,0.573197678168,0,2,0
1,1,2.63393122458,1,3,2
1,3,1.0785573655,0,3,2
1,1,4.33414966159,1,2,3
0,1,0.851933439135,1,3,1
1,0,0.0951877553681,1,3,0
0,0,0.945079961353,1,1,0
0,1,2.21938725332,1,1,2
0,0,0.34666012056,1,0,0
0,0,1.72470220508,0,2,0
1,1,3.51532495925,0,0,3
0,1,0.111979313191,0,1,0
0,0,3.34305583306,1,2,0
0,3,2.06864464256,0,2,2
1,0,0.645389838369,0,1,0
0,0,0.896843351884,0,1,0
1,1,1.25847887104,0,2,1
1,0,0.798846428796,0,0,0
0,1,1.40839033395,1,0,2
1,1,0.728013669061,1,2,1
1,1,0.918283228749,1,2,1
1,0,1.11396214613,1,2,0
0,2,1.2790591962,0,2,1
0,0,0.710249386033,1,1,0
1,0,1.36960026213,0,2,0
1,0,1.90631181831,1,1,0
1,2,0.146373676554,1,3,1
0,0,1.81629583586,1,1,0
0,0,0.648361033259,1,2,0
1,0,0.637109032661,0,3,0
1,0,0.132668759151,1,0,0
1,1,0.376003430594,0,0,1
0,4,0.465946261528,0,0,1
1,1,0.492689503814,1,2,1
0,0,0.312450840371,1,2,0
1,1,0.58934752632,0,1,1
0,0,0.0323706351211,0,0,0
1,0,0.625509179527,0,0,0
1,1,1.82902144639,1,2,2
1,0,1.83542148429,0,2,0
1,1,1.99963461849,0,3,2
0,0,0.779601029101,0,0,0
1,2,1.27272651285,1,0,3
0,0,1.38794340762,1,0,0
0,1,0.143232045019,0,2,0
0,0,0.0838860962655,1,3,0
0,0,1.48049320196,0,2,0
0,0,1.02623720392,1,0,0
1,2,0.88046055888,0,1,2
0,1,1.81508992068,0,0,2
1,2,0.35107705876,1,3,1
0,3,0.0433660248527,0,0,1
0,3,0.0216372727663,1,0,1
1,0,0.182412525423,0,3,0
0,1,1.03558337157,1,0,1
0,1,0.453308332357,1,2,1
1,3,0.978724784351,1,1,3
1,0,0.233266909681,1,3,0
0,0,0.666864551186,1,2,0
0,0,2.03739324393,0,2,0
1,1,1.60117794699,1,1,2
1,3,0.731593700135,0,0,2
0,0,6.36877488837,1,3,0
0,0,0.172853398207,1,3,0
1,0,0.20996439824,0,3,0
0,0,2.61688195401,1,3,0
